word,similarword,meaning
Chronicler,annalist,A person who writes accounts of important or historical events.
Marsupial,bandicoot,"A mammal of an order whose members are born incompletely developed and are typically carried and suckled in a pouch on the mother's belly. Marsupials are found chiefly in Australia and New Guinea, and also in America."
Utilitarian,pragmatic,Designed to be useful or practical rather than attractive.
Meager,scrimpy,(of something provided or available) lacking in quantity or quality.
Prosody,metrics,The patterns of rhythm and sound used in poetry.
Ingrate,bounder,An ungrateful person.
Ascetic,abstinent,"Characterized by severe self-discipline and abstention from all forms of indulgence, typically for religious reasons."
Insentient,insensate,Incapable of feeling or understanding things; inanimate.
Vertigo,disequilibrium,"A sensation of whirling and loss of balance, associated particularly with looking down from a great height, or caused by disease affecting the inner ear or the vestibular nerve; giddiness."
Collage,photomontage,A piece of art made by sticking various different materials such as photographs and pieces of paper or fabric on to a backing.
Atheist,heathen,A person who disbelieves or lacks belief in the existence of God or gods.
Bard,balladeer,"A poet, traditionally one reciting epics and associated with a particular oral tradition."
Condoning,tolerating,Accept (behaviour that is considered morally wrong or offensive)
Egalitarianism,commonwealth,The doctrine that all people are equal and deserve equal rights and opportunities.
Benign,benignant,Gentle and kind.
Nostalgia,homesickness,A sentimental longing or wistful affection for a period in the past.
Gustatory,sensational,Concerned with tasting or the sense of taste.
Corrugated,channelled,(of a material or surface) shaped into a series of parallel ridges and grooves so as to give added rigidity and strength.
Hallowed,anointed,Made holy; consecrated.
Tactile,tactual,Of or connected with the sense of touch.
Damp,drenched,Slightly wet.
Sidereal,stellar,"Of or with respect to the distant stars (i.e. the constellations or fixed stars, not the sun or planets)."
Artless,ingenuous,Without guile or deception.
Don,enrobe,"A university teacher, especially a senior member of a college at Oxford or Cambridge."
Coterie,circle,"A small group of people with shared interests or tastes, especially one that is exclusive of other people."
Empirical,empiric,"Based on, concerned with, or verifiable by observation or experience rather than theory or pure logic."
Rent,hire,A tenant's regular payment to a landlord for the use of property or land.
Fusillade,hail,A series of shots fired or missiles thrown all at the same time or in quick succession.
Phenomenology,intentionality,The science of phenomena as distinct from that of the nature of being.
Prescience,prediction,The fact of knowing something in advance; foreknowledge.
Conscript,inductee,"Enlist (someone) compulsorily, typically into the armed services."
Personification,role,"The attribution of a personal nature or human characteristics to something non-human, or the representation of an abstract quality in human form."
Bombastic,grandiose,High-sounding but with little meaning; inflated.
Stolid,impassive,"Calm, dependable, and showing little emotion or animation."
Sacrosanct,revered,"(especially of a principle, place, or routine) regarded as too important or valuable to be interfered with."
Callow,inexperienced,(of a young person) inexperienced and immature.
Annex,addendum,"Add as an extra or subordinate part, especially to a document."
Inconspicuous,unobtrusive,Not clearly visible or attracting attention.
Protean,multifaceted,Tending or able to change frequently or easily.
Inviolable,sacrosanct,"Never to be broken, infringed, or dishonoured."
Navigable,passable,(of a waterway or sea) able to be sailed on by ships or boats.
Gratuitous,spontaneous,Done without good reason; uncalled for.
Suffragist,citizen,"A person advocating the extension of suffrage, especially to women."
Benevolent,benign,Well meaning and kindly.
Jingoistic,loyal,"Characterized by extreme patriotism, especially in the form of aggressive or warlike foreign policy."
Surreptitiously,covertly,In a way that attempts to avoid notice or attention; secretively.
Intelligible,comprehensible,Able to be understood; comprehensible.
Indigent,destitute,Poor; needy.
Paranoia,insanity,"A mental condition characterized by delusions of persecution, unwarranted jealousy, or exaggerated self-importance, typically worked into an organized system. It may be an aspect of chronic personality disorder, of drug abuse, or of a serious condition such as schizophrenia in which the person loses touch with reality."
